sales_id,product_id,sales_volume,sales_date,sales_season,price_at_sale
186,B08Y1TFSP6,3,2022-06-12,Regular Season,142.42
187,B08Y1TFSP6,3,2022-06-13,Regular Season,151.62
188,B08Y1TFSP6,1,2022-07-06,Regular Season,155.7
189,B08Y1TFSP6,4,2022-07-09,Regular Season,142.04
190,B08Y1TFSP6,3,2022-07-15,Regular Season,144.14
191,B08Y1TFSP6,4,2022-07-18,Regular Season,148.24
192,B08Y1TFSP6,1,2022-07-20,Regular Season,152.05
193,B08Y1TFSP6,3,2022-07-29,Regular Season,145.12
194,B08Y1TFSP6,1,2022-08-15,Regular Season,151.53
195,B08Y1TFSP6,3,2022-08-19,Regular Season,144.61
196,B08Y1TFSP6,3,2022-09-17,Regular Season,149.87
197,B08Y1TFSP6,2,2022-09-18,Regular Season,150.1
198,B08Y1TFSP6,1,2022-10-01,Regular Season,148.68
199,B08Y1TFSP6,1,2022-10-02,Regular Season,144.34
200,B08Y1TFSP6,2,2022-10-17,Regular Season,144.33
201,B08Y1TFSP6,1,2022-11-06,Holiday Season,149.94
202,B08Y1TFSP6,2,2022-11-10,Holiday Season,148.22
203,B08Y1TFSP6,1,2022-11-11,Holiday Season,146.03
204,B08Y1TFSP6,4,2022-11-21,Holiday Season,145.92
205,B08Y1TFSP6,1,2022-12-02,Holiday Season,146.36
206,B08Y1TFSP6,3,2022-12-20,Holiday Season,145.14
207,B08Y1TFSP6,3,2022-12-21,Holiday Season,148.51
208,B08Y1TFSP6,1,2022-12-26,Holiday Season,153.26
209,B08WRWPM22,1,2022-03-14,Regular Season,174.59
210,B08WRWPM22,2,2022-03-18,Regular Season,167.81
211,B08WRWPM22,4,2022-03-22,Regular Season,184.07
212,B08WRWPM22,3,2022-03-29,Regular Season,179.56
213,B08WRWPM22,3,2022-04-05,Regular Season,184.64
214,B08WRWPM22,2,2022-04-10,Regular Season,181.1
215,B08WRWPM22,2,2022-04-16,Regular Season,181.21
216,B08WRWPM22,3,2022-04-18,Regular Season,185.46
217,B08WRWPM22,2,2022-04-26,Regular Season,178.97
218,B08WRWPM22,2,2022-04-27,Regular Season,174.39
219,B08WRWPM22,2,2022-05-20,Regular Season,170.42
220,B08WRWPM22,4,2022-05-23,Regular Season,168.86
221,B08WRWPM22,3,2022-06-20,Regular Season,172.92
222,B08WRWPM22,3,2022-06-26,Regular Season,168.72
223,B08WRWPM22,2,2022-07-02,Regular Season,176.17
224,B08WRWPM22,1,2022-07-13,Regular Season,182.11
225,B08WRWPM22,4,2022-07-26,Regular Season,171.64
226,B08WRWPM22,1,2022-08-08,Regular Season,173.91
227,B08WRWPM22,1,2022-08-15,Regular Season,170.61
228,B08WRWPM22,3,2022-08-19,Regular Season,170.58
229,B08WRWPM22,3,2022-08-25,Regular Season,171.61
230,B08WRWPM22,4,2022-08-31,Regular Season,177.72
231,B08WRWPM22,3,2022-10-02,Regular Season,178.19
232,B08WRWPM22,2,2022-10-03,Regular Season,183.7
233,B08WRWPM22,1,2022-10-06,Regular Season,170.03
234,B08WRWPM22,1,2022-10-10,Regular Season,177.99
235,B08WRWPM22,1,2022-10-11,Regular Season,173.81
236,B08WRWPM22,4,2022-10-17,Regular Season,171.7
237,B08WRWPM22,4,2022-10-20,Regular Season,176.31
238,B08WRWPM22,4,2022-10-22,Regular Season,170.32
239,B08WRWPM22,2,2022-10-27,Regular Season,173.28
240,B08WRWPM22,4,2022-10-29,Regular Season,173.89
241,B08WRWPM22,2,2022-11-13,Holiday Season,169.19
242,B08WRWPM22,2,2022-11-24,Holiday Season,174.95
243,B08WRWPM22,3,2022-12-12,Holiday Season,173.02
244,B08WRWPM22,3,2022-12-15,Holiday Season,175.77
245,B08WRWPM22,3,2022-12-28,Holiday Season,178.64
246,B08DDRGWTJ,3,2022-01-08,Regular Season,220.46
247,B08DDRGWTJ,4,2022-01-09,Regular Season,225.05
248,B08DDRGWTJ,3,2022-01-14,Regular Season,225.36
249,B08DDRGWTJ,1,2022-02-01,Regular Season,225.91
250,B08DDRGWTJ,4,2022-02-09,Regular Season,224.84
251,B08DDRGWTJ,2,2022-02-10,Regular Season,231.09
252,B08DDRGWTJ,1,2022-02-12,Regular Season,233.58
253,B08DDRGWTJ,3,2022-02-28,Regular Season,238.87
254,B08DDRGWTJ,1,2022-03-30,Regular Season,235.99
255,B08DDRGWTJ,1,2022-04-01,Regular Season,219.19
256,B08DDRGWTJ,2,2022-04-07,Regular Season,217.9
257,B08DDRGWTJ,3,2022-04-09,Regular Season,226.88
258,B08DDRGWTJ,2,2022-04-23,Regular Season,231.21
259,B08DDRGWTJ,2,2022-04-26,Regular Season,232.88
260,B08DDRGWTJ,4,2022-04-30,Regular Season,220.5
261,B08DDRGWTJ,3,2022-05-08,Regular Season,238.17
262,B08DDRGWTJ,3,2022-05-10,Regular Season,236.16
263,B08DDRGWTJ,1,2022-05-11,Regular Season,229.78
264,B08DDRGWTJ,3,2022-05-14,Regular Season,238.47
265,B08DDRGWTJ,4,2022-05-24,Regular Season,217.62
266,B08DDRGWTJ,1,2022-06-05,Regular Season,238.41
267,B08DDRGWTJ,1,2022-06-19,Regular Season,230.42
268,B08DDRGWTJ,4,2022-06-25,Regular Season,232.45
269,B08DDRGWTJ,2,2022-07-18,Regular Season,217.74
270,B08DDRGWTJ,1,2022-07-25,Regular Season,233.96
271,B08DDRGWTJ,1,2022-08-08,Regular Season,220.57
272,B08DDRGWTJ,1,2022-08-09,Regular Season,231.27
273,B08DDRGWTJ,4,2022-08-11,Regular Season,239.45
274,B08DDRGWTJ,2,2022-08-15,Regular Season,223.84
275,B08DDRGWTJ,3,2022-08-22,Regular Season,224.63
276,B08DDRGWTJ,4,2022-08-25,Regular Season,218.24
277,B08DDRGWTJ,2,2022-09-17,Regular Season,222.91
278,B08DDRGWTJ,2,2022-09-26,Regular Season,236.26
279,B08DDRGWTJ,3,2022-09-30,Regular Season,236.22
280,B08DDRGWTJ,3,2022-10-11,Regular Season,234.27
281,B08DDRGWTJ,3,2022-10-12,Regular Season,234.7
282,B08DDRGWTJ,2,2022-10-14,Regular Season,217.83
283,B08DDRGWTJ,4,2022-10-16,Regular Season,219.9
284,B08DDRGWTJ,3,2022-10-24,Regular Season,221.75
285,B08DDRGWTJ,3,2022-11-02,Holiday Season,229.97
286,B08DDRGWTJ,2,2022-11-08,Holiday Season,222.19
287,B08DDRGWTJ,2,2022-11-19,Holiday Season,221.68
288,B08DDRGWTJ,4,2022-11-22,Holiday Season,222.32
289,B08DDRGWTJ,2,2022-11-25,Holiday Season,232.74
290,B08DDRGWTJ,1,2022-11-29,Holiday Season,217.69
291,B008IFXQFU,2,2022-01-04,Regular Season,494.96
292,B008IFXQFU,3,2022-01-08,Regular Season,479.58
293,B008IFXQFU,2,2022-01-16,Regular Season,500.51
294,B008IFXQFU,3,2022-01-19,Regular Season,497.52
295,B008IFXQFU,3,2022-01-26,Regular Season,515.63
296,B008IFXQFU,2,2022-02-01,Regular Season,478.94
297,B008IFXQFU,3,2022-02-03,Regular Season,518.72
298,B008IFXQFU,1,2022-02-06,Regular Season,499.78
299,B008IFXQFU,1,2022-02-18,Regular Season,509.18
300,B008IFXQFU,1,2022-02-25,Regular Season,513.49
301,B008IFXQFU,1,2022-03-03,Regular Season,492.78
302,B008IFXQFU,2,2022-03-04,Regular Season,514.93
303,B008IFXQFU,1,2022-03-12,Regular Season,488.18
304,B008IFXQFU,4,2022-03-13,Regular Season,502.43
305,B008IFXQFU,1,2022-03-19,Regular Season,501.15
306,B008IFXQFU,1,2022-03-23,Regular Season,518.36
307,B008IFXQFU,1,2022-03-27,Regular Season,498.61
308,B008IFXQFU,1,2022-03-29,Regular Season,502.43
309,B008IFXQFU,1,2022-04-09,Regular Season,474.23
310,B008IFXQFU,1,2022-04-13,Regular Season,482.97
311,B008IFXQFU,2,2022-05-04,Regular Season,502.7
312,B008IFXQFU,2,2022-06-01,Regular Season,486.47
313,B008IFXQFU,4,2022-06-03,Regular Season,513.79
314,B008IFXQFU,2,2022-06-13,Regular Season,493.99
315,B008IFXQFU,2,2022-08-07,Regular Season,504.28
316,B008IFXQFU,2,2022-08-09,Regular Season,485.97
317,B008IFXQFU,2,2022-08-15,Regular Season,511.23
318,B008IFXQFU,1,2022-08-23,Regular Season,502.43
319,B008IFXQFU,4,2022-08-31,Regular Season,514.5
320,B008IFXQFU,3,2022-10-02,Regular Season,481.66
321,B008IFXQFU,4,2022-10-11,Regular Season,490.57
322,B008IFXQFU,3,2022-11-05,Holiday Season,519.49
323,B008IFXQFU,2,2022-11-12,Holiday Season,506.54
324,B008IFXQFU,1,2022-11-17,Holiday Season,523.93
325,B008IFXQFU,3,2022-11-22,Holiday Season,502.18
326,B008IFXQFU,3,2022-12-04,Holiday Season,517.03
327,B008IFXQFU,2,2022-12-09,Holiday Season,504.58
328,B008IFXQFU,3,2022-12-18,Holiday Season,489.08
329,B008IFXQFU,4,2022-12-21,Holiday Season,476.19
330,B082LZGK39,3,2022-01-08,Regular Season,208.93
331,B082LZGK39,2,2022-01-29,Regular Season,208.18
332,B082LZGK39,3,2022-01-30,Regular Season,193.82
333,B082LZGK39,3,2022-02-18,Regular Season,193.64
334,B082LZGK39,3,2022-02-24,Regular Season,204.17
335,B082LZGK39,4,2022-02-25,Regular Season,207.6
336,B082LZGK39,3,2022-03-02,Regular Season,202.15
337,B082LZGK39,2,2022-03-22,Regular Season,189.4
338,B082LZGK39,4,2022-04-03,Regular Season,208.35
339,B082LZGK39,4,2022-04-04,Regular Season,207.21
340,B082LZGK39,1,2022-04-15,Regular Season,206.42
341,B082LZGK39,2,2022-04-16,Regular Season,195.88
342,B082LZGK39,3,2022-04-19,Regular Season,189.47
343,B082LZGK39,2,2022-05-06,Regular Season,196.61
344,B082LZGK39,1,2022-06-15,Regular Season,196.0
345,B082LZGK39,3,2022-06-23,Regular Season,191.11
346,B082LZGK39,1,2022-06-24,Regular Season,194.79
347,B082LZGK39,4,2022-07-18,Regular Season,197.13
348,B082LZGK39,2,2022-07-21,Regular Season,206.19
349,B082LZGK39,2,2022-07-24,Regular Season,194.89
350,B082LZGK39,4,2022-07-26,Regular Season,190.55
351,B082LZGK39,4,2022-07-27,Regular Season,200.17
352,B082LZGK39,2,2022-08-04,Regular Season,190.76
353,B082LZGK39,3,2022-08-17,Regular Season,202.73
354,B082LZGK39,3,2022-08-31,Regular Season,208.22
355,B082LZGK39,3,2022-09-06,Regular Season,201.33
356,B082LZGK39,3,2022-09-08,Regular Season,197.91
357,B082LZGK39,4,2022-09-19,Regular Season,191.84
358,B082LZGK39,3,2022-11-03,Holiday Season,190.83
359,B082LZGK39,1,2022-11-13,Holiday Season,206.44
360,B082LZGK39,2,2022-12-12,Holiday Season,190.59
361,B082LZGK39,3,2022-12-31,Holiday Season,207.61
362,B08CF3D7QR,2,2022-01-07,Regular Season,158.67
363,B08CF3D7QR,3,2022-01-22,Regular Season,155.23
364,B08CF3D7QR,3,2022-01-26,Regular Season,160.67
365,B08CF3D7QR,1,2022-02-14,Regular Season,160.66
366,B08CF3D7QR,4,2022-02-20,Regular Season,150.06
367,B08CF3D7QR,2,2022-03-09,Regular Season,161.68
368,B08CF3D7QR,3,2022-03-18,Regular Season,157.7
369,B08CF3D7QR,3,2022-04-11,Regular Season,154.75
370,B08CF3D7QR,1,2022-04-14,Regular Season,159.1
371,B08CF3D7QR,4,2022-04-16,Regular Season,152.52
372,B08CF3D7QR,4,2022-04-18,Regular Season,158.79
373,B08CF3D7QR,2,2022-04-21,Regular Season,159.54
374,B08CF3D7QR,2,2022-04-26,Regular Season,156.56
375,B08CF3D7QR,4,2022-04-28,Regular Season,154.56
376,B08CF3D7QR,1,2022-05-09,Regular Season,154.82
377,B08CF3D7QR,1,2022-05-10,Regular Season,158.37
378,B08CF3D7QR,3,2022-05-24,Regular Season,150.71
379,B08CF3D7QR,1,2022-06-04,Regular Season,149.44
380,B08CF3D7QR,2,2022-06-09,Regular Season,159.64
381,B08CF3D7QR,3,2022-06-24,Regular Season,153.71
382,B08CF3D7QR,4,2022-07-15,Regular Season,151.89
383,B08CF3D7QR,2,2022-07-20,Regular Season,160.33
384,B08CF3D7QR,2,2022-07-29,Regular Season,161.67
385,B08CF3D7QR,4,2022-08-31,Regular Season,152.49
386,B08CF3D7QR,3,2022-09-03,Regular Season,150.85
387,B08CF3D7QR,4,2022-09-04,Regular Season,151.05
388,B08CF3D7QR,3,2022-09-15,Regular Season,155.34
389,B08CF3D7QR,4,2022-09-19,Regular Season,160.77
390,B08CF3D7QR,4,2022-09-25,Regular Season,149.94
391,B08CF3D7QR,2,2022-10-01,Regular Season,153.55
392,B08CF3D7QR,1,2022-10-06,Regular Season,148.39
393,B08CF3D7QR,3,2022-10-13,Regular Season,161.19
394,B08CF3D7QR,1,2022-10-14,Regular Season,157.22
395,B08CF3D7QR,1,2022-11-20,Holiday Season,157.93
396,B08CF3D7QR,2,2022-11-28,Holiday Season,157.35
397,B08CF3D7QR,1,2022-11-29,Holiday Season,149.11
398,B08CF3D7QR,1,2022-12-20,Holiday Season,149.47
399,B08CF3D7QR,3,2022-12-25,Holiday Season,154.74
400,B0789LZTCJ,2,2022-01-12,Regular Season,301.4
401,B0789LZTCJ,1,2022-01-25,Regular Season,291.26
402,B0789LZTCJ,4,2022-02-17,Regular Season,303.43
403,B0789LZTCJ,1,2022-02-22,Regular Season,290.99
404,B0789LZTCJ,4,2022-02-24,Regular Season,290.77
405,B0789LZTCJ,1,2022-03-06,Regular Season,290.07
406,B0789LZTCJ,2,2022-03-15,Regular Season,284.74
407,B0789LZTCJ,1,2022-03-20,Regular Season,299.67
408,B0789LZTCJ,3,2022-04-02,Regular Season,311.66
409,B0789LZTCJ,3,2022-04-07,Regular Season,301.9
410,B0789LZTCJ,3,2022-04-13,Regular Season,307.64
411,B0789LZTCJ,2,2022-05-01,Regular Season,308.5
412,B0789LZTCJ,4,2022-05-03,Regular Season,299.33
413,B0789LZTCJ,2,2022-05-05,Regular Season,286.4
414,B0789LZTCJ,4,2022-05-08,Regular Season,304.62
415,B0789LZTCJ,1,2022-05-20,Regular Season,284.56
416,B0789LZTCJ,1,2022-05-21,Regular Season,313.73
417,B0789LZTCJ,2,2022-06-08,Regular Season,286.03
418,B0789LZTCJ,3,2022-06-15,Regular Season,305.26
419,B0789LZTCJ,1,2022-06-20,Regular Season,309.35
420,B0789LZTCJ,3,2022-06-22,Regular Season,297.13
421,B0789LZTCJ,4,2022-06-29,Regular Season,306.14
422,B0789LZTCJ,3,2022-07-04,Regular Season,295.44
423,B0789LZTCJ,2,2022-07-05,Regular Season,305.0
424,B0789LZTCJ,4,2022-07-09,Regular Season,291.08
425,B0789LZTCJ,4,2022-07-10,Regular Season,290.01
426,B0789LZTCJ,4,2022-07-23,Regular Season,290.4
427,B0789LZTCJ,2,2022-07-29,Regular Season,296.32
428,B0789LZTCJ,3,2022-07-31,Regular Season,310.37
429,B0789LZTCJ,2,2022-08-04,Regular Season,284.11
430,B0789LZTCJ,1,2022-08-14,Regular Season,298.75
431,B0789LZTCJ,1,2022-08-22,Regular Season,313.46
432,B0789LZTCJ,1,2022-09-03,Regular Season,311.96
433,B0789LZTCJ,4,2022-10-01,Regular Season,295.97
434,B0789LZTCJ,3,2022-10-06,Regular Season,307.58
435,B0789LZTCJ,1,2022-10-21,Regular Season,286.28
436,B0789LZTCJ,3,2022-11-14,Holiday Season,298.64
437,B0789LZTCJ,1,2022-11-16,Holiday Season,311.2
438,B0789LZTCJ,1,2022-11-17,Holiday Season,302.22
439,B0789LZTCJ,2,2022-12-03,Holiday Season,293.98
440,B0789LZTCJ,2,2022-12-10,Holiday Season,295.4
441,B0789LZTCJ,3,2022-12-15,Holiday Season,293.2
442,B0789LZTCJ,3,2022-12-30,Holiday Season,293.37
443,B07KSMBL2H,1,2022-01-30,Regular Season,228.36
444,B07KSMBL2H,3,2022-02-02,Regular Season,217.46
445,B07KSMBL2H,4,2022-02-07,Regular Season,216.54
446,B07KSMBL2H,2,2022-02-22,Regular Season,219.72
447,B07KSMBL2H,3,2022-02-28,Regular Season,213.41
448,B07KSMBL2H,2,2022-03-14,Regular Season,229.65
449,B07KSMBL2H,2,2022-03-17,Regular Season,213.98
