forecast_id,product_id,forecast_date,predicted_demand,model_used
192,B08HDJ86NZ,2023-09-03,127,Placeholder
193,B08HDJ86NZ,2023-09-10,190,Placeholder
194,B08HDJ86NZ,2023-09-17,102,Placeholder
195,B08HDJ86NZ,2023-09-24,76,Placeholder
196,B08HDJ86NZ,2023-10-01,71,Placeholder
197,B08HDJ86NZ,2023-10-08,156,Placeholder
198,B08HDJ86NZ,2023-10-15,169,Placeholder
199,B08HDJ86NZ,2023-10-22,199,Placeholder
200,B08HDJ86NZ,2023-10-29,87,Placeholder
201,B08HDJ86NZ,2023-11-05,140,Placeholder
202,B08HDJ86NZ,2023-11-12,127,Placeholder
203,B08HDJ86NZ,2023-11-19,53,Placeholder
204,B08HDJ86NZ,2023-11-26,150,Placeholder
205,B08HDJ86NZ,2023-12-03,191,Placeholder
206,B08HDJ86NZ,2023-12-10,99,Placeholder
207,B08HDJ86NZ,2023-12-17,166,Placeholder
208,B08HDJ86NZ,2023-12-24,51,Placeholder
209,B08CF3B7N1,2023-01-01,157,Placeholder
210,B08CF3B7N1,2023-01-08,183,Placeholder
211,B08CF3B7N1,2023-01-15,85,Placeholder
212,B08CF3B7N1,2023-01-22,164,Placeholder
213,B08CF3B7N1,2023-01-29,185,Placeholder
214,B08CF3B7N1,2023-02-05,133,Placeholder
215,B08CF3B7N1,2023-02-12,129,Placeholder
216,B08CF3B7N1,2023-02-19,195,Placeholder
217,B08CF3B7N1,2023-02-26,63,Placeholder
218,B08CF3B7N1,2023-03-05,126,Placeholder
219,B08CF3B7N1,2023-03-12,119,Placeholder
220,B08CF3B7N1,2023-03-19,178,Placeholder
221,B08CF3B7N1,2023-03-26,134,Placeholder
222,B08CF3B7N1,2023-04-02,104,Placeholder
223,B08CF3B7N1,2023-04-09,111,Placeholder
224,B08CF3B7N1,2023-04-16,118,Placeholder
225,B08CF3B7N1,2023-04-23,126,Placeholder
226,B08CF3B7N1,2023-04-30,131,Placeholder
227,B08CF3B7N1,2023-05-07,59,Placeholder
228,B08CF3B7N1,2023-05-14,170,Placeholder
229,B08CF3B7N1,2023-05-21,87,Placeholder
230,B08CF3B7N1,2023-05-28,174,Placeholder
231,B08CF3B7N1,2023-06-04,127,Placeholder
232,B08CF3B7N1,2023-06-11,114,Placeholder
233,B08CF3B7N1,2023-06-18,136,Placeholder
234,B08CF3B7N1,2023-06-25,151,Placeholder
235,B08CF3B7N1,2023-07-02,88,Placeholder
236,B08CF3B7N1,2023-07-09,118,Placeholder
237,B08CF3B7N1,2023-07-16,66,Placeholder
238,B08CF3B7N1,2023-07-23,124,Placeholder
239,B08CF3B7N1,2023-07-30,100,Placeholder
240,B08CF3B7N1,2023-08-06,122,Placeholder
241,B08CF3B7N1,2023-08-13,133,Placeholder
242,B08CF3B7N1,2023-08-20,148,Placeholder
243,B08CF3B7N1,2023-08-27,62,Placeholder
244,B08CF3B7N1,2023-09-03,122,Placeholder
245,B08CF3B7N1,2023-09-10,169,Placeholder
246,B08CF3B7N1,2023-09-17,94,Placeholder
247,B08CF3B7N1,2023-09-24,56,Placeholder
248,B08CF3B7N1,2023-10-01,176,Placeholder
249,B08CF3B7N1,2023-10-08,95,Placeholder
250,B08CF3B7N1,2023-10-15,162,Placeholder
251,B08CF3B7N1,2023-10-22,114,Placeholder
252,B08CF3B7N1,2023-10-29,63,Placeholder
253,B08CF3B7N1,2023-11-05,89,Placeholder
254,B08CF3B7N1,2023-11-12,152,Placeholder
255,B08CF3B7N1,2023-11-19,116,Placeholder
256,B08CF3B7N1,2023-11-26,51,Placeholder
257,B08CF3B7N1,2023-12-03,98,Placeholder
258,B08CF3B7N1,2023-12-10,108,Placeholder
259,B08CF3B7N1,2023-12-17,186,Placeholder
260,B08CF3B7N1,2023-12-24,102,Placeholder
261,B08Y1TFSP6,2023-01-01,83,Placeholder
262,B08Y1TFSP6,2023-01-08,103,Placeholder
263,B08Y1TFSP6,2023-01-15,67,Placeholder
264,B08Y1TFSP6,2023-01-22,153,Placeholder
265,B08Y1TFSP6,2023-01-29,189,Placeholder
266,B08Y1TFSP6,2023-02-05,81,Placeholder
267,B08Y1TFSP6,2023-02-12,100,Placeholder
268,B08Y1TFSP6,2023-02-19,127,Placeholder
269,B08Y1TFSP6,2023-02-26,108,Placeholder
270,B08Y1TFSP6,2023-03-05,57,Placeholder
271,B08Y1TFSP6,2023-03-12,52,Placeholder
272,B08Y1TFSP6,2023-03-19,66,Placeholder
273,B08Y1TFSP6,2023-03-26,148,Placeholder
274,B08Y1TFSP6,2023-04-02,154,Placeholder
275,B08Y1TFSP6,2023-04-09,130,Placeholder
276,B08Y1TFSP6,2023-04-16,183,Placeholder
277,B08Y1TFSP6,2023-04-23,60,Placeholder
278,B08Y1TFSP6,2023-04-30,152,Placeholder
279,B08Y1TFSP6,2023-05-07,60,Placeholder
280,B08Y1TFSP6,2023-05-14,95,Placeholder
281,B08Y1TFSP6,2023-05-21,71,Placeholder
282,B08Y1TFSP6,2023-05-28,144,Placeholder
283,B08Y1TFSP6,2023-06-04,167,Placeholder
284,B08Y1TFSP6,2023-06-11,161,Placeholder
285,B08Y1TFSP6,2023-06-18,150,Placeholder
286,B08Y1TFSP6,2023-06-25,135,Placeholder
287,B08Y1TFSP6,2023-07-02,65,Placeholder
288,B08Y1TFSP6,2023-07-09,199,Placeholder
289,B08Y1TFSP6,2023-07-16,195,Placeholder
290,B08Y1TFSP6,2023-07-23,112,Placeholder
291,B08Y1TFSP6,2023-07-30,129,Placeholder
292,B08Y1TFSP6,2023-08-06,65,Placeholder
293,B08Y1TFSP6,2023-08-13,94,Placeholder
294,B08Y1TFSP6,2023-08-20,89,Placeholder
295,B08Y1TFSP6,2023-08-27,183,Placeholder
296,B08Y1TFSP6,2023-09-03,104,Placeholder
297,B08Y1TFSP6,2023-09-10,153,Placeholder
298,B08Y1TFSP6,2023-09-17,86,Placeholder
299,B08Y1TFSP6,2023-09-24,141,Placeholder
300,B08Y1TFSP6,2023-10-01,174,Placeholder
301,B08Y1TFSP6,2023-10-08,155,Placeholder
302,B08Y1TFSP6,2023-10-15,149,Placeholder
303,B08Y1TFSP6,2023-10-22,73,Placeholder
304,B08Y1TFSP6,2023-10-29,163,Placeholder
305,B08Y1TFSP6,2023-11-05,115,Placeholder
306,B08Y1TFSP6,2023-11-12,91,Placeholder
307,B08Y1TFSP6,2023-11-19,195,Placeholder
308,B08Y1TFSP6,2023-11-26,151,Placeholder
309,B08Y1TFSP6,2023-12-03,129,Placeholder
310,B08Y1TFSP6,2023-12-10,198,Placeholder
311,B08Y1TFSP6,2023-12-17,142,Placeholder
312,B08Y1TFSP6,2023-12-24,120,Placeholder
313,B08WRWPM22,2023-01-01,85,Placeholder
314,B08WRWPM22,2023-01-08,72,Placeholder
315,B08WRWPM22,2023-01-15,81,Placeholder
316,B08WRWPM22,2023-01-22,154,Placeholder
317,B08WRWPM22,2023-01-29,147,Placeholder
318,B08WRWPM22,2023-02-05,91,Placeholder
319,B08WRWPM22,2023-02-12,172,Placeholder
320,B08WRWPM22,2023-02-19,82,Placeholder
321,B08WRWPM22,2023-02-26,143,Placeholder
322,B08WRWPM22,2023-03-05,157,Placeholder
323,B08WRWPM22,2023-03-12,50,Placeholder
324,B08WRWPM22,2023-03-19,171,Placeholder
325,B08WRWPM22,2023-03-26,105,Placeholder
326,B08WRWPM22,2023-04-02,53,Placeholder
327,B08WRWPM22,2023-04-09,81,Placeholder
328,B08WRWPM22,2023-04-16,193,Placeholder
329,B08WRWPM22,2023-04-23,105,Placeholder
330,B08WRWPM22,2023-04-30,86,Placeholder
331,B08WRWPM22,2023-05-07,119,Placeholder
332,B08WRWPM22,2023-05-14,65,Placeholder
333,B08WRWPM22,2023-05-21,121,Placeholder
334,B08WRWPM22,2023-05-28,87,Placeholder
335,B08WRWPM22,2023-06-04,195,Placeholder
336,B08WRWPM22,2023-06-11,178,Placeholder
337,B08WRWPM22,2023-06-18,166,Placeholder
338,B08WRWPM22,2023-06-25,146,Placeholder
339,B08WRWPM22,2023-07-02,148,Placeholder
340,B08WRWPM22,2023-07-09,140,Placeholder
341,B08WRWPM22,2023-07-16,79,Placeholder
342,B08WRWPM22,2023-07-23,161,Placeholder
343,B08WRWPM22,2023-07-30,83,Placeholder
344,B08WRWPM22,2023-08-06,183,Placeholder
345,B08WRWPM22,2023-08-13,69,Placeholder
346,B08WRWPM22,2023-08-20,143,Placeholder
347,B08WRWPM22,2023-08-27,65,Placeholder
348,B08WRWPM22,2023-09-03,159,Placeholder
349,B08WRWPM22,2023-09-10,198,Placeholder
350,B08WRWPM22,2023-09-17,186,Placeholder
351,B08WRWPM22,2023-09-24,170,Placeholder
352,B08WRWPM22,2023-10-01,179,Placeholder
353,B08WRWPM22,2023-10-08,121,Placeholder
354,B08WRWPM22,2023-10-15,180,Placeholder
355,B08WRWPM22,2023-10-22,136,Placeholder
356,B08WRWPM22,2023-10-29,189,Placeholder
357,B08WRWPM22,2023-11-05,134,Placeholder
358,B08WRWPM22,2023-11-12,110,Placeholder
359,B08WRWPM22,2023-11-19,106,Placeholder
360,B08WRWPM22,2023-11-26,157,Placeholder
361,B08WRWPM22,2023-12-03,154,Placeholder
362,B08WRWPM22,2023-12-10,197,Placeholder
363,B08WRWPM22,2023-12-17,193,Placeholder
364,B08WRWPM22,2023-12-24,159,Placeholder
365,B08DDRGWTJ,2023-01-01,180,Placeholder
366,B08DDRGWTJ,2023-01-08,135,Placeholder
367,B08DDRGWTJ,2023-01-15,180,Placeholder
368,B08DDRGWTJ,2023-01-22,196,Placeholder
369,B08DDRGWTJ,2023-01-29,172,Placeholder
370,B08DDRGWTJ,2023-02-05,111,Placeholder
371,B08DDRGWTJ,2023-02-12,110,Placeholder
372,B08DDRGWTJ,2023-02-19,110,Placeholder
373,B08DDRGWTJ,2023-02-26,103,Placeholder
374,B08DDRGWTJ,2023-03-05,142,Placeholder
375,B08DDRGWTJ,2023-03-12,72,Placeholder
376,B08DDRGWTJ,2023-03-19,62,Placeholder
377,B08DDRGWTJ,2023-03-26,183,Placeholder
378,B08DDRGWTJ,2023-04-02,59,Placeholder
379,B08DDRGWTJ,2023-04-09,100,Placeholder
380,B08DDRGWTJ,2023-04-16,151,Placeholder
381,B08DDRGWTJ,2023-04-23,104,Placeholder
382,B08DDRGWTJ,2023-04-30,74,Placeholder
383,B08DDRGWTJ,2023-05-07,114,Placeholder
384,B08DDRGWTJ,2023-05-14,51,Placeholder
385,B08DDRGWTJ,2023-05-21,179,Placeholder
386,B08DDRGWTJ,2023-05-28,119,Placeholder
387,B08DDRGWTJ,2023-06-04,190,Placeholder
388,B08DDRGWTJ,2023-06-11,139,Placeholder
389,B08DDRGWTJ,2023-06-18,198,Placeholder
390,B08DDRGWTJ,2023-06-25,167,Placeholder
391,B08DDRGWTJ,2023-07-02,195,Placeholder
392,B08DDRGWTJ,2023-07-09,97,Placeholder
393,B08DDRGWTJ,2023-07-16,121,Placeholder
394,B08DDRGWTJ,2023-07-23,142,Placeholder
395,B08DDRGWTJ,2023-07-30,187,Placeholder
396,B08DDRGWTJ,2023-08-06,155,Placeholder
397,B08DDRGWTJ,2023-08-13,126,Placeholder
398,B08DDRGWTJ,2023-08-20,65,Placeholder
399,B08DDRGWTJ,2023-08-27,197,Placeholder
400,B08DDRGWTJ,2023-09-03,169,Placeholder
401,B08DDRGWTJ,2023-09-10,85,Placeholder
402,B08DDRGWTJ,2023-09-17,116,Placeholder
403,B08DDRGWTJ,2023-09-24,150,Placeholder
404,B08DDRGWTJ,2023-10-01,153,Placeholder
405,B08DDRGWTJ,2023-10-08,139,Placeholder
406,B08DDRGWTJ,2023-10-15,107,Placeholder
407,B08DDRGWTJ,2023-10-22,190,Placeholder
408,B08DDRGWTJ,2023-10-29,156,Placeholder
409,B08DDRGWTJ,2023-11-05,147,Placeholder
410,B08DDRGWTJ,2023-11-12,155,Placeholder
411,B08DDRGWTJ,2023-11-19,199,Placeholder
412,B08DDRGWTJ,2023-11-26,64,Placeholder
413,B08DDRGWTJ,2023-12-03,162,Placeholder
414,B08DDRGWTJ,2023-12-10,179,Placeholder
415,B08DDRGWTJ,2023-12-17,120,Placeholder
416,B08DDRGWTJ,2023-12-24,120,Placeholder
417,B008IFXQFU,2023-01-01,196,Placeholder
418,B008IFXQFU,2023-01-08,129,Placeholder
419,B008IFXQFU,2023-01-15,196,Placeholder
420,B008IFXQFU,2023-01-22,64,Placeholder
421,B008IFXQFU,2023-01-29,97,Placeholder
422,B008IFXQFU,2023-02-05,63,Placeholder
423,B008IFXQFU,2023-02-12,157,Placeholder
424,B008IFXQFU,2023-02-19,131,Placeholder
425,B008IFXQFU,2023-02-26,111,Placeholder
426,B008IFXQFU,2023-03-05,98,Placeholder
427,B008IFXQFU,2023-03-12,53,Placeholder
428,B008IFXQFU,2023-03-19,133,Placeholder
429,B008IFXQFU,2023-03-26,175,Placeholder
430,B008IFXQFU,2023-04-02,67,Placeholder
431,B008IFXQFU,2023-04-09,66,Placeholder
432,B008IFXQFU,2023-04-16,110,Placeholder
433,B008IFXQFU,2023-04-23,142,Placeholder
434,B008IFXQFU,2023-04-30,179,Placeholder
435,B008IFXQFU,2023-05-07,91,Placeholder
436,B008IFXQFU,2023-05-14,130,Placeholder
437,B008IFXQFU,2023-05-21,80,Placeholder
438,B008IFXQFU,2023-05-28,67,Placeholder
439,B008IFXQFU,2023-06-04,183,Placeholder
440,B008IFXQFU,2023-06-11,189,Placeholder
441,B008IFXQFU,2023-06-18,151,Placeholder
442,B008IFXQFU,2023-06-25,57,Placeholder
443,B008IFXQFU,2023-07-02,122,Placeholder
444,B008IFXQFU,2023-07-09,132,Placeholder
445,B008IFXQFU,2023-07-16,79,Placeholder
446,B008IFXQFU,2023-07-23,114,Placeholder
447,B008IFXQFU,2023-07-30,151,Placeholder
448,B008IFXQFU,2023-08-06,75,Placeholder
449,B008IFXQFU,2023-08-13,156,Placeholder
450,B008IFXQFU,2023-08-20,120,Placeholder
451,B008IFXQFU,2023-08-27,193,Placeholder
452,B008IFXQFU,2023-09-03,120,Placeholder
453,B008IFXQFU,2023-09-10,130,Placeholder
454,B008IFXQFU,2023-09-17,90,Placeholder
455,B008IFXQFU,2023-09-24,90,Placeholder
456,B008IFXQFU,2023-10-01,177,Placeholder
457,B008IFXQFU,2023-10-08,136,Placeholder
458,B008IFXQFU,2023-10-15,191,Placeholder
459,B008IFXQFU,2023-10-22,199,Placeholder
460,B008IFXQFU,2023-10-29,191,Placeholder
461,B008IFXQFU,2023-11-05,109,Placeholder
462,B008IFXQFU,2023-11-12,186,Placeholder
463,B008IFXQFU,2023-11-19,109,Placeholder
464,B008IFXQFU,2023-11-26,188,Placeholder
465,B008IFXQFU,2023-12-03,141,Placeholder
466,B008IFXQFU,2023-12-10,195,Placeholder
467,B008IFXQFU,2023-12-17,105,Placeholder
468,B008IFXQFU,2023-12-24,154,Placeholder
469,B082LZGK39,2023-01-01,84,Placeholder
470,B082LZGK39,2023-01-08,177,Placeholder
471,B082LZGK39,2023-01-15,96,Placeholder
472,B082LZGK39,2023-01-22,147,Placeholder
473,B082LZGK39,2023-01-29,120,Placeholder
474,B082LZGK39,2023-02-05,175,Placeholder
475,B082LZGK39,2023-02-12,69,Placeholder
476,B082LZGK39,2023-02-19,162,Placeholder
477,B082LZGK39,2023-02-26,78,Placeholder
478,B082LZGK39,2023-03-05,184,Placeholder
479,B082LZGK39,2023-03-12,52,Placeholder
480,B082LZGK39,2023-03-19,126,Placeholder
481,B082LZGK39,2023-03-26,66,Placeholder
482,B082LZGK39,2023-04-02,120,Placeholder
483,B082LZGK39,2023-04-09,78,Placeholder
484,B082LZGK39,2023-04-16,102,Placeholder
485,B082LZGK39,2023-04-23,118,Placeholder
486,B082LZGK39,2023-04-30,80,Placeholder
487,B082LZGK39,2023-05-07,125,Placeholder
488,B082LZGK39,2023-05-14,120,Placeholder
489,B082LZGK39,2023-05-21,54,Placeholder
490,B082LZGK39,2023-05-28,157,Placeholder
491,B082LZGK39,2023-06-04,190,Placeholder
492,B082LZGK39,2023-06-11,184,Placeholder
493,B082LZGK39,2023-06-18,58,Placeholder
494,B082LZGK39,2023-06-25,170,Placeholder
495,B082LZGK39,2023-07-02,112,Placeholder
496,B082LZGK39,2023-07-09,195,Placeholder
497,B082LZGK39,2023-07-16,156,Placeholder
498,B082LZGK39,2023-07-23,156,Placeholder
499,B082LZGK39,2023-07-30,146,Placeholder
500,B082LZGK39,2023-08-06,51,Placeholder
501,B082LZGK39,2023-08-13,150,Placeholder
502,B082LZGK39,2023-08-20,95,Placeholder
503,B082LZGK39,2023-08-27,192,Placeholder
504,B082LZGK39,2023-09-03,136,Placeholder
505,B082LZGK39,2023-09-10,109,Placeholder
506,B082LZGK39,2023-09-17,116,Placeholder
507,B082LZGK39,2023-09-24,59,Placeholder
508,B082LZGK39,2023-10-01,174,Placeholder
509,B082LZGK39,2023-10-08,144,Placeholder
510,B082LZGK39,2023-10-15,94,Placeholder
511,B082LZGK39,2023-10-22,165,Placeholder
512,B082LZGK39,2023-10-29,61,Placeholder
513,B082LZGK39,2023-11-05,74,Placeholder
514,B082LZGK39,2023-11-12,154,Placeholder
515,B082LZGK39,2023-11-19,86,Placeholder
516,B082LZGK39,2023-11-26,131,Placeholder
517,B082LZGK39,2023-12-03,182,Placeholder
518,B082LZGK39,2023-12-10,157,Placeholder
519,B082LZGK39,2023-12-17,102,Placeholder
520,B082LZGK39,2023-12-24,108,Placeholder
521,B08CF3D7QR,2023-01-01,156,Placeholder
522,B08CF3D7QR,2023-01-08,105,Placeholder
