product_id,date,weekly_sales,year,month,week,day_of_week,is_holiday_season
B098NS6PVG,2023-08-27,89,2023,8,34,6,False
B098NS6PVG,2023-09-03,102,2023,9,35,6,False
B098NS6PVG,2023-09-10,90,2023,9,36,6,False
B098NS6PVG,2023-09-17,102,2023,9,37,6,False
B098NS6PVG,2023-09-24,122,2023,9,38,6,False
B098NS6PVG,2023-10-01,110,2023,10,39,6,False
B098NS6PVG,2023-10-08,109,2023,10,40,6,False
B098NS6PVG,2023-10-15,103,2023,10,41,6,False
B098NS6PVG,2023-10-22,82,2023,10,42,6,False
B098NS6PVG,2023-10-29,112,2023,10,43,6,False
B098NS6PVG,2023-11-05,115,2023,11,44,6,True
B098NS6PVG,2023-11-12,99,2023,11,45,6,True
B098NS6PVG,2023-11-19,101,2023,11,46,6,True
B098NS6PVG,2023-11-26,88,2023,11,47,6,True
B098NS6PVG,2023-12-03,112,2023,12,48,6,True
B098NS6PVG,2023-12-10,118,2023,12,49,6,True
B098NS6PVG,2023-12-17,114,2023,12,50,6,True
B098NS6PVG,2023-12-24,118,2023,12,51,6,True
B096MSW6CT,2023-01-01,121,2023,1,52,6,True
B096MSW6CT,2023-01-08,117,2023,1,1,6,True
B096MSW6CT,2023-01-15,130,2023,1,2,6,True
B096MSW6CT,2023-01-22,115,2023,1,3,6,True
B096MSW6CT,2023-01-29,112,2023,1,4,6,True
B096MSW6CT,2023-02-05,122,2023,2,5,6,True
B096MSW6CT,2023-02-12,133,2023,2,6,6,True
B096MSW6CT,2023-02-19,104,2023,2,7,6,True
B096MSW6CT,2023-02-26,121,2023,2,8,6,True
B096MSW6CT,2023-03-05,159,2023,3,9,6,False
B096MSW6CT,2023-03-12,129,2023,3,10,6,False
B096MSW6CT,2023-03-19,124,2023,3,11,6,False
B096MSW6CT,2023-03-26,124,2023,3,12,6,False
B096MSW6CT,2023-04-02,112,2023,4,13,6,False
B096MSW6CT,2023-04-09,134,2023,4,14,6,False
B096MSW6CT,2023-04-16,148,2023,4,15,6,False
B096MSW6CT,2023-04-23,126,2023,4,16,6,False
B096MSW6CT,2023-04-30,136,2023,4,17,6,False
B096MSW6CT,2023-05-07,128,2023,5,18,6,False
B096MSW6CT,2023-05-14,147,2023,5,19,6,False
B096MSW6CT,2023-05-21,139,2023,5,20,6,False
B096MSW6CT,2023-05-28,137,2023,5,21,6,False
B096MSW6CT,2023-06-04,130,2023,6,22,6,False
B096MSW6CT,2023-06-11,124,2023,6,23,6,False
B096MSW6CT,2023-06-18,125,2023,6,24,6,False
B096MSW6CT,2023-06-25,86,2023,6,25,6,False
B096MSW6CT,2023-07-02,103,2023,7,26,6,False
B096MSW6CT,2023-07-09,137,2023,7,27,6,False
B096MSW6CT,2023-07-16,116,2023,7,28,6,False
B096MSW6CT,2023-07-23,113,2023,7,29,6,False
B096MSW6CT,2023-07-30,104,2023,7,30,6,False
B096MSW6CT,2023-08-06,129,2023,8,31,6,False
B096MSW6CT,2023-08-13,117,2023,8,32,6,False
B096MSW6CT,2023-08-20,76,2023,8,33,6,False
B096MSW6CT,2023-08-27,89,2023,8,34,6,False
B096MSW6CT,2023-09-03,126,2023,9,35,6,False
B096MSW6CT,2023-09-10,108,2023,9,36,6,False
B096MSW6CT,2023-09-17,107,2023,9,37,6,False
B096MSW6CT,2023-09-24,101,2023,9,38,6,False
B096MSW6CT,2023-10-01,115,2023,10,39,6,False
B096MSW6CT,2023-10-08,114,2023,10,40,6,False
B096MSW6CT,2023-10-15,100,2023,10,41,6,False
B096MSW6CT,2023-10-22,125,2023,10,42,6,False
B096MSW6CT,2023-10-29,98,2023,10,43,6,False
B096MSW6CT,2023-11-05,89,2023,11,44,6,True
B096MSW6CT,2023-11-12,102,2023,11,45,6,True
B096MSW6CT,2023-11-19,108,2023,11,46,6,True
B096MSW6CT,2023-11-26,126,2023,11,47,6,True
B096MSW6CT,2023-12-03,102,2023,12,48,6,True
B096MSW6CT,2023-12-10,122,2023,12,49,6,True
B096MSW6CT,2023-12-17,115,2023,12,50,6,True
B096MSW6CT,2023-12-24,134,2023,12,51,6,True
B08HDJ86NZ,2023-01-01,125,2023,1,52,6,True
B08HDJ86NZ,2023-01-08,116,2023,1,1,6,True
B08HDJ86NZ,2023-01-15,125,2023,1,2,6,True
B08HDJ86NZ,2023-01-22,117,2023,1,3,6,True
B08HDJ86NZ,2023-01-29,103,2023,1,4,6,True
B08HDJ86NZ,2023-02-05,103,2023,2,5,6,True
B08HDJ86NZ,2023-02-12,107,2023,2,6,6,True
B08HDJ86NZ,2023-02-19,110,2023,2,7,6,True
B08HDJ86NZ,2023-02-26,143,2023,2,8,6,True
B08HDJ86NZ,2023-03-05,143,2023,3,9,6,False
B08HDJ86NZ,2023-03-12,138,2023,3,10,6,False
B08HDJ86NZ,2023-03-19,108,2023,3,11,6,False
B08HDJ86NZ,2023-03-26,119,2023,3,12,6,False
B08HDJ86NZ,2023-04-02,119,2023,4,13,6,False
B08HDJ86NZ,2023-04-09,114,2023,4,14,6,False
B08HDJ86NZ,2023-04-16,119,2023,4,15,6,False
B08HDJ86NZ,2023-04-23,108,2023,4,16,6,False
B08HDJ86NZ,2023-04-30,133,2023,4,17,6,False
B08HDJ86NZ,2023-05-07,119,2023,5,18,6,False
B08HDJ86NZ,2023-05-14,108,2023,5,19,6,False
B08HDJ86NZ,2023-05-21,109,2023,5,20,6,False
B08HDJ86NZ,2023-05-28,122,2023,5,21,6,False
B08HDJ86NZ,2023-06-04,109,2023,6,22,6,False
B08HDJ86NZ,2023-06-11,106,2023,6,23,6,False
B08HDJ86NZ,2023-06-18,112,2023,6,24,6,False
B08HDJ86NZ,2023-06-25,112,2023,6,25,6,False
B08HDJ86NZ,2023-07-02,100,2023,7,26,6,False
B08HDJ86NZ,2023-07-09,101,2023,7,27,6,False
B08HDJ86NZ,2023-07-16,101,2023,7,28,6,False
B08HDJ86NZ,2023-07-23,126,2023,7,29,6,False
B08HDJ86NZ,2023-07-30,122,2023,7,30,6,False
B08HDJ86NZ,2023-08-06,84,2023,8,31,6,False
B08HDJ86NZ,2023-08-13,89,2023,8,32,6,False
B08HDJ86NZ,2023-08-20,116,2023,8,33,6,False
B08HDJ86NZ,2023-08-27,105,2023,8,34,6,False
B08HDJ86NZ,2023-09-03,110,2023,9,35,6,False
B08HDJ86NZ,2023-09-10,96,2023,9,36,6,False
B08HDJ86NZ,2023-09-17,116,2023,9,37,6,False
B08HDJ86NZ,2023-09-24,102,2023,9,38,6,False
B08HDJ86NZ,2023-10-01,92,2023,10,39,6,False
B08HDJ86NZ,2023-10-08,92,2023,10,40,6,False
B08HDJ86NZ,2023-10-15,100,2023,10,41,6,False
B08HDJ86NZ,2023-10-22,94,2023,10,42,6,False
B08HDJ86NZ,2023-10-29,82,2023,10,43,6,False
B08HDJ86NZ,2023-11-05,101,2023,11,44,6,True
B08HDJ86NZ,2023-11-12,89,2023,11,45,6,True
B08HDJ86NZ,2023-11-19,106,2023,11,46,6,True
B08HDJ86NZ,2023-11-26,90,2023,11,47,6,True
B08HDJ86NZ,2023-12-03,111,2023,12,48,6,True
B08HDJ86NZ,2023-12-10,103,2023,12,49,6,True
B08HDJ86NZ,2023-12-17,97,2023,12,50,6,True
B08HDJ86NZ,2023-12-24,110,2023,12,51,6,True
B08CF3B7N1,2023-01-01,115,2023,1,52,6,True
B08CF3B7N1,2023-01-08,102,2023,1,1,6,True
B08CF3B7N1,2023-01-15,118,2023,1,2,6,True
B08CF3B7N1,2023-01-22,132,2023,1,3,6,True
B08CF3B7N1,2023-01-29,125,2023,1,4,6,True
B08CF3B7N1,2023-02-05,149,2023,2,5,6,True
B08CF3B7N1,2023-02-12,124,2023,2,6,6,True
B08CF3B7N1,2023-02-19,135,2023,2,7,6,True
B08CF3B7N1,2023-02-26,136,2023,2,8,6,True
B08CF3B7N1,2023-03-05,151,2023,3,9,6,False
B08CF3B7N1,2023-03-12,147,2023,3,10,6,False
B08CF3B7N1,2023-03-19,144,2023,3,11,6,False
B08CF3B7N1,2023-03-26,143,2023,3,12,6,False
B08CF3B7N1,2023-04-02,123,2023,4,13,6,False
B08CF3B7N1,2023-04-09,120,2023,4,14,6,False
B08CF3B7N1,2023-04-16,138,2023,4,15,6,False
B08CF3B7N1,2023-04-23,122,2023,4,16,6,False
B08CF3B7N1,2023-04-30,147,2023,4,17,6,False
B08CF3B7N1,2023-05-07,121,2023,5,18,6,False
B08CF3B7N1,2023-05-14,111,2023,5,19,6,False
B08CF3B7N1,2023-05-21,125,2023,5,20,6,False
B08CF3B7N1,2023-05-28,121,2023,5,21,6,False
B08CF3B7N1,2023-06-04,134,2023,6,22,6,False
B08CF3B7N1,2023-06-11,135,2023,6,23,6,False
B08CF3B7N1,2023-06-18,137,2023,6,24,6,False
B08CF3B7N1,2023-06-25,150,2023,6,25,6,False
B08CF3B7N1,2023-07-02,136,2023,7,26,6,False
B08CF3B7N1,2023-07-09,148,2023,7,27,6,False
B08CF3B7N1,2023-07-16,127,2023,7,28,6,False
B08CF3B7N1,2023-07-23,122,2023,7,29,6,False
B08CF3B7N1,2023-07-30,111,2023,7,30,6,False
B08CF3B7N1,2023-08-06,117,2023,8,31,6,False
B08CF3B7N1,2023-08-13,120,2023,8,32,6,False
B08CF3B7N1,2023-08-20,105,2023,8,33,6,False
B08CF3B7N1,2023-08-27,116,2023,8,34,6,False
B08CF3B7N1,2023-09-03,100,2023,9,35,6,False
B08CF3B7N1,2023-09-10,112,2023,9,36,6,False
B08CF3B7N1,2023-09-17,106,2023,9,37,6,False
B08CF3B7N1,2023-09-24,109,2023,9,38,6,False
B08CF3B7N1,2023-10-01,132,2023,10,39,6,False
B08CF3B7N1,2023-10-08,128,2023,10,40,6,False
B08CF3B7N1,2023-10-15,149,2023,10,41,6,False
B08CF3B7N1,2023-10-22,123,2023,10,42,6,False
B08CF3B7N1,2023-10-29,113,2023,10,43,6,False
B08CF3B7N1,2023-11-05,101,2023,11,44,6,True
B08CF3B7N1,2023-11-12,103,2023,11,45,6,True
B08CF3B7N1,2023-11-19,144,2023,11,46,6,True
B08CF3B7N1,2023-11-26,125,2023,11,47,6,True
B08CF3B7N1,2023-12-03,100,2023,12,48,6,True
B08CF3B7N1,2023-12-10,133,2023,12,49,6,True
B08CF3B7N1,2023-12-17,117,2023,12,50,6,True
B08CF3B7N1,2023-12-24,101,2023,12,51,6,True
B08Y1TFSP6,2023-01-01,135,2023,1,52,6,True
B08Y1TFSP6,2023-01-08,120,2023,1,1,6,True
B08Y1TFSP6,2023-01-15,119,2023,1,2,6,True
B08Y1TFSP6,2023-01-22,144,2023,1,3,6,True
B08Y1TFSP6,2023-01-29,118,2023,1,4,6,True
B08Y1TFSP6,2023-02-05,122,2023,2,5,6,True
B08Y1TFSP6,2023-02-12,134,2023,2,6,6,True
B08Y1TFSP6,2023-02-19,130,2023,2,7,6,True
B08Y1TFSP6,2023-02-26,138,2023,2,8,6,True
B08Y1TFSP6,2023-03-05,132,2023,3,9,6,False
B08Y1TFSP6,2023-03-12,150,2023,3,10,6,False
B08Y1TFSP6,2023-03-19,127,2023,3,11,6,False
B08Y1TFSP6,2023-03-26,162,2023,3,12,6,False
B08Y1TFSP6,2023-04-02,140,2023,4,13,6,False
B08Y1TFSP6,2023-04-09,149,2023,4,14,6,False
B08Y1TFSP6,2023-04-16,135,2023,4,15,6,False
B08Y1TFSP6,2023-04-23,153,2023,4,16,6,False
B08Y1TFSP6,2023-04-30,132,2023,4,17,6,False
B08Y1TFSP6,2023-05-07,130,2023,5,18,6,False
B08Y1TFSP6,2023-05-14,143,2023,5,19,6,False
B08Y1TFSP6,2023-05-21,130,2023,5,20,6,False
B08Y1TFSP6,2023-05-28,136,2023,5,21,6,False
B08Y1TFSP6,2023-06-04,128,2023,6,22,6,False
B08Y1TFSP6,2023-06-11,124,2023,6,23,6,False
B08Y1TFSP6,2023-06-18,137,2023,6,24,6,False
B08Y1TFSP6,2023-06-25,112,2023,6,25,6,False
B08Y1TFSP6,2023-07-02,120,2023,7,26,6,False
B08Y1TFSP6,2023-07-09,120,2023,7,27,6,False
B08Y1TFSP6,2023-07-16,118,2023,7,28,6,False
B08Y1TFSP6,2023-07-23,127,2023,7,29,6,False
B08Y1TFSP6,2023-07-30,129,2023,7,30,6,False
B08Y1TFSP6,2023-08-06,116,2023,8,31,6,False
B08Y1TFSP6,2023-08-13,86,2023,8,32,6,False
B08Y1TFSP6,2023-08-20,103,2023,8,33,6,False
B08Y1TFSP6,2023-08-27,104,2023,8,34,6,False
B08Y1TFSP6,2023-09-03,110,2023,9,35,6,False
B08Y1TFSP6,2023-09-10,118,2023,9,36,6,False
B08Y1TFSP6,2023-09-17,112,2023,9,37,6,False
B08Y1TFSP6,2023-09-24,114,2023,9,38,6,False
B08Y1TFSP6,2023-10-01,112,2023,10,39,6,False
B08Y1TFSP6,2023-10-08,110,2023,10,40,6,False
B08Y1TFSP6,2023-10-15,116,2023,10,41,6,False
B08Y1TFSP6,2023-10-22,139,2023,10,42,6,False
B08Y1TFSP6,2023-10-29,117,2023,10,43,6,False
B08Y1TFSP6,2023-11-05,125,2023,11,44,6,True
B08Y1TFSP6,2023-11-12,110,2023,11,45,6,True
B08Y1TFSP6,2023-11-19,121,2023,11,46,6,True
B08Y1TFSP6,2023-11-26,122,2023,11,47,6,True
B08Y1TFSP6,2023-12-03,124,2023,12,48,6,True
B08Y1TFSP6,2023-12-10,129,2023,12,49,6,True
B08Y1TFSP6,2023-12-17,149,2023,12,50,6,True
B08Y1TFSP6,2023-12-24,134,2023,12,51,6,True
B08WRWPM22,2023-01-01,133,2023,1,52,6,True
B08WRWPM22,2023-01-08,138,2023,1,1,6,True
B08WRWPM22,2023-01-15,118,2023,1,2,6,True
B08WRWPM22,2023-01-22,132,2023,1,3,6,True
B08WRWPM22,2023-01-29,120,2023,1,4,6,True
B08WRWPM22,2023-02-05,154,2023,2,5,6,True
B08WRWPM22,2023-02-12,126,2023,2,6,6,True
B08WRWPM22,2023-02-19,137,2023,2,7,6,True
B08WRWPM22,2023-02-26,144,2023,2,8,6,True
B08WRWPM22,2023-03-05,137,2023,3,9,6,False
B08WRWPM22,2023-03-12,166,2023,3,10,6,False
B08WRWPM22,2023-03-19,116,2023,3,11,6,False
B08WRWPM22,2023-03-26,164,2023,3,12,6,False
B08WRWPM22,2023-04-02,138,2023,4,13,6,False
B08WRWPM22,2023-04-09,133,2023,4,14,6,False
B08WRWPM22,2023-04-16,123,2023,4,15,6,False
B08WRWPM22,2023-04-23,133,2023,4,16,6,False
B08WRWPM22,2023-04-30,120,2023,4,17,6,False
B08WRWPM22,2023-05-07,125,2023,5,18,6,False
B08WRWPM22,2023-05-14,151,2023,5,19,6,False
B08WRWPM22,2023-05-21,129,2023,5,20,6,False
B08WRWPM22,2023-05-28,123,2023,5,21,6,False
B08WRWPM22,2023-06-04,117,2023,6,22,6,False
B08WRWPM22,2023-06-11,145,2023,6,23,6,False
B08WRWPM22,2023-06-18,121,2023,6,24,6,False
B08WRWPM22,2023-06-25,131,2023,6,25,6,False
B08WRWPM22,2023-07-02,123,2023,7,26,6,False
B08WRWPM22,2023-07-09,126,2023,7,27,6,False
B08WRWPM22,2023-07-16,121,2023,7,28,6,False
B08WRWPM22,2023-07-23,151,2023,7,29,6,False
B08WRWPM22,2023-07-30,105,2023,7,30,6,False
B08WRWPM22,2023-08-06,127,2023,8,31,6,False
B08WRWPM22,2023-08-13,102,2023,8,32,6,False
B08WRWPM22,2023-08-20,116,2023,8,33,6,False
B08WRWPM22,2023-08-27,127,2023,8,34,6,False
B08WRWPM22,2023-09-03,113,2023,9,35,6,False
B08WRWPM22,2023-09-10,101,2023,9,36,6,False
B08WRWPM22,2023-09-17,111,2023,9,37,6,False
B08WRWPM22,2023-09-24,100,2023,9,38,6,False
B08WRWPM22,2023-10-01,101,2023,10,39,6,False
B08WRWPM22,2023-10-08,98,2023,10,40,6,False
B08WRWPM22,2023-10-15,108,2023,10,41,6,False
B08WRWPM22,2023-10-22,96,2023,10,42,6,False
B08WRWPM22,2023-10-29,87,2023,10,43,6,False
B08WRWPM22,2023-11-05,116,2023,11,44,6,True
B08WRWPM22,2023-11-12,124,2023,11,45,6,True
B08WRWPM22,2023-11-19,110,2023,11,46,6,True
B08WRWPM22,2023-11-26,105,2023,11,47,6,True
B08WRWPM22,2023-12-03,96,2023,12,48,6,True
B08WRWPM22,2023-12-10,105,2023,12,49,6,True
B08WRWPM22,2023-12-17,100,2023,12,50,6,True
B08WRWPM22,2023-12-24,140,2023,12,51,6,True
B08DDRGWTJ,2023-01-01,110,2023,1,52,6,True
B08DDRGWTJ,2023-01-08,103,2023,1,1,6,True
B08DDRGWTJ,2023-01-15,124,2023,1,2,6,True
B08DDRGWTJ,2023-01-22,127,2023,1,3,6,True
B08DDRGWTJ,2023-01-29,130,2023,1,4,6,True
B08DDRGWTJ,2023-02-05,127,2023,2,5,6,True
B08DDRGWTJ,2023-02-12,151,2023,2,6,6,True
B08DDRGWTJ,2023-02-19,128,2023,2,7,6,True
B08DDRGWTJ,2023-02-26,127,2023,2,8,6,True
B08DDRGWTJ,2023-03-05,118,2023,3,9,6,False
B08DDRGWTJ,2023-03-12,125,2023,3,10,6,False
B08DDRGWTJ,2023-03-19,135,2023,3,11,6,False
B08DDRGWTJ,2023-03-26,129,2023,3,12,6,False
B08DDRGWTJ,2023-04-02,118,2023,4,13,6,False
B08DDRGWTJ,2023-04-09,143,2023,4,14,6,False
B08DDRGWTJ,2023-04-16,109,2023,4,15,6,False
B08DDRGWTJ,2023-04-23,129,2023,4,16,6,False
B08DDRGWTJ,2023-04-30,127,2023,4,17,6,False
B08DDRGWTJ,2023-05-07,120,2023,5,18,6,False
B08DDRGWTJ,2023-05-14,120,2023,5,19,6,False
B08DDRGWTJ,2023-05-21,153,2023,5,20,6,False
B08DDRGWTJ,2023-05-28,102,2023,5,21,6,False
B08DDRGWTJ,2023-06-04,109,2023,6,22,6,False
B08DDRGWTJ,2023-06-11,116,2023,6,23,6,False
B08DDRGWTJ,2023-06-18,107,2023,6,24,6,False
B08DDRGWTJ,2023-06-25,119,2023,6,25,6,False
B08DDRGWTJ,2023-07-02,123,2023,7,26,6,False
B08DDRGWTJ,2023-07-09,116,2023,7,27,6,False
B08DDRGWTJ,2023-07-16,126,2023,7,28,6,False
B08DDRGWTJ,2023-07-23,125,2023,7,29,6,False
B08DDRGWTJ,2023-07-30,136,2023,7,30,6,False
B08DDRGWTJ,2023-08-06,90,2023,8,31,6,False
B08DDRGWTJ,2023-08-13,105,2023,8,32,6,False
B08DDRGWTJ,2023-08-20,103,2023,8,33,6,False
B08DDRGWTJ,2023-08-27,93,2023,8,34,6,False
B08DDRGWTJ,2023-09-03,107,2023,9,35,6,False
B08DDRGWTJ,2023-09-10,110,2023,9,36,6,False
B08DDRGWTJ,2023-09-17,105,2023,9,37,6,False
B08DDRGWTJ,2023-09-24,114,2023,9,38,6,False
B08DDRGWTJ,2023-10-01,112,2023,10,39,6,False
B08DDRGWTJ,2023-10-08,114,2023,10,40,6,False
B08DDRGWTJ,2023-10-15,111,2023,10,41,6,False
B08DDRGWTJ,2023-10-22,114,2023,10,42,6,False
B08DDRGWTJ,2023-10-29,93,2023,10,43,6,False
B08DDRGWTJ,2023-11-05,121,2023,11,44,6,True
B08DDRGWTJ,2023-11-12,97,2023,11,45,6,True
B08DDRGWTJ,2023-11-19,89,2023,11,46,6,True
B08DDRGWTJ,2023-11-26,120,2023,11,47,6,True
B08DDRGWTJ,2023-12-03,114,2023,12,48,6,True
B08DDRGWTJ,2023-12-10,122,2023,12,49,6,True
B08DDRGWTJ,2023-12-17,103,2023,12,50,6,True
B08DDRGWTJ,2023-12-24,138,2023,12,51,6,True
B008IFXQFU,2023-01-01,95,2023,1,52,6,True
B008IFXQFU,2023-01-08,101,2023,1,1,6,True
B008IFXQFU,2023-01-15,97,2023,1,2,6,True
B008IFXQFU,2023-01-22,83,2023,1,3,6,True
B008IFXQFU,2023-01-29,74,2023,1,4,6,True
B008IFXQFU,2023-02-05,90,2023,2,5,6,True
B008IFXQFU,2023-02-12,96,2023,2,6,6,True
B008IFXQFU,2023-02-19,103,2023,2,7,6,True
B008IFXQFU,2023-02-26,100,2023,2,8,6,True
B008IFXQFU,2023-03-05,99,2023,3,9,6,False
B008IFXQFU,2023-03-12,100,2023,3,10,6,False
B008IFXQFU,2023-03-19,103,2023,3,11,6,False
B008IFXQFU,2023-03-26,98,2023,3,12,6,False
B008IFXQFU,2023-04-02,107,2023,4,13,6,False
B008IFXQFU,2023-04-09,82,2023,4,14,6,False
B008IFXQFU,2023-04-16,123,2023,4,15,6,False
B008IFXQFU,2023-04-23,118,2023,4,16,6,False
B008IFXQFU,2023-04-30,88,2023,4,17,6,False
B008IFXQFU,2023-05-07,103,2023,5,18,6,False
B008IFXQFU,2023-05-14,96,2023,5,19,6,False
B008IFXQFU,2023-05-21,111,2023,5,20,6,False
B008IFXQFU,2023-05-28,101,2023,5,21,6,False
B008IFXQFU,2023-06-04,103,2023,6,22,6,False
B008IFXQFU,2023-06-11,97,2023,6,23,6,False
B008IFXQFU,2023-06-18,111,2023,6,24,6,False
B008IFXQFU,2023-06-25,78,2023,6,25,6,False
B008IFXQFU,2023-07-02,85,2023,7,26,6,False
B008IFXQFU,2023-07-09,95,2023,7,27,6,False
B008IFXQFU,2023-07-16,83,2023,7,28,6,False
B008IFXQFU,2023-07-23,112,2023,7,29,6,False
B008IFXQFU,2023-07-30,83,2023,7,30,6,False
B008IFXQFU,2023-08-06,76,2023,8,31,6,False
B008IFXQFU,2023-08-13,78,2023,8,32,6,False
B008IFXQFU,2023-08-20,74,2023,8,33,6,False
B008IFXQFU,2023-08-27,99,2023,8,34,6,False
B008IFXQFU,2023-09-03,76,2023,9,35,6,False
B008IFXQFU,2023-09-10,86,2023,9,36,6,False
B008IFXQFU,2023-09-17,82,2023,9,37,6,False
B008IFXQFU,2023-09-24,88,2023,9,38,6,False
B008IFXQFU,2023-10-01,78,2023,10,39,6,False
B008IFXQFU,2023-10-08,86,2023,10,40,6,False
B008IFXQFU,2023-10-15,77,2023,10,41,6,False
B008IFXQFU,2023-10-22,76,2023,10,42,6,False
B008IFXQFU,2023-10-29,70,2023,10,43,6,False
B008IFXQFU,2023-11-05,83,2023,11,44,6,True
B008IFXQFU,2023-11-12,83,2023,11,45,6,True
B008IFXQFU,2023-11-19,91,2023,11,46,6,True
B008IFXQFU,2023-11-26,82,2023,11,47,6,True
B008IFXQFU,2023-12-03,88,2023,12,48,6,True
B008IFXQFU,2023-12-10,92,2023,12,49,6,True
